source,title_clean,date,url,vader_sentiment,vader_score,topic_cluster,topic_label,counties_mentioned,commodities_mentioned
Kenya News Agency,Youths urged to embrace groundnut farming for income generation,2026-03-19 11:58:02,https://www.kenyanews.go.ke/youths-urged-to-embrace-groundnut-farming-for-income-generation/,Positive,0.3182,4,Soil & Yield Improvement,[],[]
Kenya News Agency,Govt promotes Juncao grass technology to boost livestock feed,2026-03-18 22:05:10,https://www.kenyanews.go.ke/govt-promotes-juncao-grass-technology-to-boost-livestock-feed/,Positive,0.6249,0,Livestock & Disease,[],[]
Kenya News Agency,Concern Worldwide partners with Turkana in livestock feed supply,2026-03-17 12:28:26,https://www.kenyanews.go.ke/concern-worldwide-partners-with-turkana-in-livestock-feed-supply/,Neutral,0.0,0,Livestock & Disease,['Turkana'],[]
Kenya News Agency,Kenya secures duty-free access for agricultural exports to China,2026-03-16 16:19:25,https://www.kenyanews.go.ke/kenya-secures-duty-free-access-for-agricultural-exports-to-china/,Positive,0.3182,5,General Farming & Seeds,[],[]
Kenya News Agency,Technology to change how Coffee beans are graded,2026-03-13 21:58:03,https://www.kenyanews.go.ke/technology-to-change-how-coffee-beans-are-graded/,Neutral,0.0,5,General Farming & Seeds,[],"['Beans', 'Coffee']"
Kenya News Agency,PS Mueke urges youth to tap opportunities in livestock sector,2026-03-13 15:53:58,https://www.kenyanews.go.ke/ps-mueke-urges-youth-to-tap-opportunities-in-livestock-sector/,Positive,0.3818,0,Livestock & Disease,[],[]
Kenya News Agency,Sunflower-soybean initiative to curb edible oil import bill,2026-03-13 15:04:25,https://www.kenyanews.go.ke/sunflower-soybean-initiative-to-curb-edible-oil-import-bill/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Farmers urged to embrace new rice varieties to boost yields,2026-03-13 14:25:45,https://www.kenyanews.go.ke/farmers-urged-to-embrace-new-rice-varieties-to-boost-yields/,Positive,0.6124,4,Soil & Yield Improvement,[],['Rice']
Kenya News Agency,"Selling fake seeds to farmers should be treasonable, Kagwe says",2026-03-13 12:46:22,https://www.kenyanews.go.ke/selling-fake-seeds-to-farmers-should-be-treasonable-kagwe-says/,Negative,-0.4767,5,General Farming & Seeds,[],[]
Kenya News Agency,Vihiga launches E-Voucher livestock vaccination and identification programme,2026-03-13 12:43:03,https://www.kenyanews.go.ke/vihiga-launches-e-voucher-livestock-vaccination-and-identification-programme/,Neutral,0.0,0,Livestock & Disease,['Vihiga'],[]
Kenya News Agency,Waiguru offers seedlings to Kariti residents,2026-03-13 11:58:55,https://www.kenyanews.go.ke/waiguru-offers-seedlings-to-kariti-residents/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Government launches 20 million coffee seedlings programme,2026-03-13 11:49:19,https://www.kenyanews.go.ke/government-launches-20-million-coffee-seedlings-programme/,Neutral,0.0,2,Cash Crops (Tea/Coffee/Sugar),[],['Coffee']
Kenya News Agency,"Githunguri Dairy Cooperative receives 10,000-Litre milk cooling tank",2026-03-13 10:35:52,https://www.kenyanews.go.ke/githunguri-dairy-cooperative-receives-10000-litre-milk-cooling-tank/,Neutral,0.0,5,General Farming & Seeds,[],['Milk']
Kenya News Agency,Recognizing and strengthening women’s role in agrifood systems,2026-03-06 09:45:53,https://www.kenyanews.go.ke/recognizing-and-strengthening-womens-role-in-agrifood-systems/,Positive,0.4939,5,General Farming & Seeds,[],[]
Kenya News Agency,Farmers assured of sustainable rains for early planting season,2026-03-03 12:33:21,https://www.kenyanews.go.ke/farmers-assured-of-sustainable-rains-for-early-planting-season/,Positive,0.3612,5,General Farming & Seeds,[],[]
Kenya News Agency,Machakos farmer revives indigenous seeds to boost sustainable farming,2025-10-28 09:34:43,https://www.kenyanews.go.ke/machakos-farmer-revives-indigenous-seeds-to-boost-sustainable-farming/,Positive,0.6486,5,General Farming & Seeds,['Machakos'],[]
Kenya News Agency,"Farmers trained on safe pesticide use, counterfeits",2025-07-21 20:28:08,https://www.kenyanews.go.ke/farmers-trained-on-safe-pesticide-use-counterfeits/,Positive,0.4404,5,General Farming & Seeds,[],[]
Kenya News Agency,Kenya rolls out fertiliser insurance scheme,2025-07-21 19:45:30,https://www.kenyanews.go.ke/kenya-rolls-out-fertiliser-insurance-scheme/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Waiguru leads stakeholders’ dialogue on proposed coffee direct sales and settlement,2025-07-20 12:18:29,https://www.kenyanews.go.ke/waiguru-leads-stakeholders-dialogue-on-proposed-coffee-direct-sales-and-settlement/,Neutral,0.0,5,General Farming & Seeds,[],['Coffee']
Kenya News Agency,State-funded poultry project transforms rural livelihoods in Nakuru,2025-07-19 13:44:50,https://www.kenyanews.go.ke/state-funded-poultry-project-transforms-rural-livelihoods-in-nakuru/,Positive,0.2263,5,General Farming & Seeds,['Nakuru'],[]
Kenya News Agency,Coffee expo empowers Kirinyaga growers with modern farming skills,2025-07-19 08:13:26,https://www.kenyanews.go.ke/coffee-expo-empowers-kirinyaga-growers-with-modern-farming-skills/,Neutral,0.0,5,General Farming & Seeds,['Kirinyaga'],['Coffee']
Kenya News Agency,EAC states urged to harmonise orthodox tea standards,2025-07-18 22:13:46,https://www.kenyanews.go.ke/eac-states-urged-to-harmonise-orthodox-tea-standards/,Positive,0.4215,4,Soil & Yield Improvement,[],['Tea']
Kenya News Agency,The Apitherapy pioneer: one man’s journey from Engineering to rearing bees that heal,2025-07-18 14:06:30,https://www.kenyanews.go.ke/the-apitherapy-pioneer-one-mans-journey-from-engineering-to-rearing-bees-that-heal/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,"Leaders caution against pineapples, farm produce theft in Maragua constituency",2025-07-17 15:29:45,https://www.kenyanews.go.ke/leaders-caution-against-pineapples-farm-produce-theft-in-maragua-constituency/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Small scale farmers urged to embrace warehouse receipting system to combat losses,2025-07-17 15:28:07,https://www.kenyanews.go.ke/small-scale-farmers-urged-to-embrace-warehouse-receipting-system-to-combat-losses/,Negative,-0.4215,4,Soil & Yield Improvement,[],[]
Kenya News Agency,Farmers Empowered to Boost Yields Through AI,2025-07-17 13:52:11,https://www.kenyanews.go.ke/farmers-empowered-to-boost-yields-through-ai/,Positive,0.4019,4,Soil & Yield Improvement,[],[]
Kenya News Agency,Elders Decry Youth’s Edus from Farms to the Streets,2025-07-16 15:29:11,https://www.kenyanews.go.ke/elders-decry-youths-edus-from-farms-to-the-streets/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Narok flags off KES 30 million livestock vaccines ahead of mass vaccination drive,2025-07-16 14:53:26,https://www.kenyanews.go.ke/narok-flags-off-kes-30-million-livestock-vaccines-ahead-of-mass-vaccination-drive/,Neutral,0.0,0,Livestock & Disease,['Narok'],[]
Kenya News Agency,"Kenya, Korea team up to boost rice output",2025-07-16 14:35:01,https://www.kenyanews.go.ke/kenya-korea-team-up-to-boost-rice-output/,Positive,0.4019,1,Government Programmes,[],"['Rice', 'Tea']"
Kenya News Agency,KALRO champions ratoon technology to boost rice production,2025-07-15 18:02:27,https://www.kenyanews.go.ke/kalro-champions-ratoon-technology-to-boost-rice-production/,Positive,0.7269,1,Government Programmes,[],['Rice']
Kenya News Agency,Uasin Gishu empowers residents with modern beehives,2025-07-15 16:50:43,https://www.kenyanews.go.ke/uasin-gishu-empowers-residents-with-modern-beehives/,Neutral,0.0,5,General Farming & Seeds,['Uasin Gishu'],[]
Kenya News Agency,Experts push for tech-driven agriculture in TVETs,2025-07-15 13:51:18,https://www.kenyanews.go.ke/experts-push-for-tech-driven-agriculture-in-tvets/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Kerio Valley youth turns sorghum into gold,2025-07-15 13:45:17,https://www.kenyanews.go.ke/kerio-valley-youth-turns-sorghum-into-gold/,Neutral,0.0,5,General Farming & Seeds,[],['Sorghum']
Kenya News Agency,Kericho farmers urged to embrace dairy farming to boost food security,2025-07-13 15:21:40,https://www.kenyanews.go.ke/kericho-farmers-urged-to-embrace-dairy-farming-to-boost-food-security/,Positive,0.7506,4,Soil & Yield Improvement,['Kericho'],[]
Kenya News Agency,State committed to expand coffee farming,2025-07-12 15:59:27,https://www.kenyanews.go.ke/state-committed-to-expand-coffee-farming/,Positive,0.5267,5,General Farming & Seeds,[],['Coffee']
Kenya News Agency,West Pokot launches Agro-ecology policy for sustainable farming,2025-07-12 13:19:43,https://www.kenyanews.go.ke/west-pokot-launches-agro-ecology-policy-for-sustainable-farming/,Neutral,0.0,5,General Farming & Seeds,['West Pokot'],[]
Kenya News Agency,Kisumu set to host regional ASK Show with focus on smart farming and innovation,2025-07-11 15:08:52,https://www.kenyanews.go.ke/155051-2/,Positive,0.6486,5,General Farming & Seeds,['Kisumu'],[]
Kenya News Agency,Government to distribute 500 million coffee seedlings to farmers,2025-07-11 14:45:07,https://www.kenyanews.go.ke/government-to-distribute-500-million-coffee-seedlings-to-farmers/,Neutral,0.0,2,Cash Crops (Tea/Coffee/Sugar),[],['Coffee']
Kenya News Agency,Kenya pilots livestock chip identification system,2025-07-10 15:19:57,https://www.kenyanews.go.ke/kenya-pilots-livestock-chip-identification-system/,Neutral,0.0,0,Livestock & Disease,[],[]
Kenya News Agency,How Nandi’s flagship agriculture projects are transforming livelihoods,2025-07-09 16:40:49,https://www.kenyanews.go.ke/how-nandis-flagship-agriculture-projects-are-transforming-livelihoods/,Positive,0.3182,5,General Farming & Seeds,['Nandi'],[]
Kenya News Agency,"Empower youth to venture into technology-driven, sustainable agriculture",2025-07-09 11:12:40,https://www.kenyanews.go.ke/empower-youth-to-venture-into-technology-driven-sustainable-agriculture/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Egerton University equips farmers with climate-resilient farming techniques,2025-07-08 17:19:11,https://www.kenyanews.go.ke/egerton-university-equips-farmers-with-climate-resilient-farming-techniques/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Booming pig farming industry transforms lives in Kiambu,2025-07-08 13:15:41,https://www.kenyanews.go.ke/booming-pig-farming-industry-transforms-lives-in-kiambu/,Neutral,0.0,5,General Farming & Seeds,['Kiambu'],[]
Kenya News Agency,Kericho rolls out mass cattle vaccination to combat foot and mouth disease,2025-07-08 10:58:50,https://www.kenyanews.go.ke/kericho-rolls-out-mass-cattle-vaccination-to-combat-foot-and-mouth-disease/,Negative,-0.34,5,General Farming & Seeds,['Kericho'],[]
Kenya News Agency,State woos JICA to boost rice output,2025-07-07 13:00:25,https://www.kenyanews.go.ke/state-woos-jica-to-boost-rice-output/,Positive,0.4019,1,Government Programmes,[],['Rice']
Kenya News Agency,"Kirinyaga calls for consensus on coffee reforms, DSS rollout",2025-07-06 17:49:03,https://www.kenyanews.go.ke/kirinyaga-calls-for-consensus-on-coffee-reforms-dss-rollout/,Neutral,0.0,5,General Farming & Seeds,['Kirinyaga'],['Coffee']
Kenya News Agency,Goat restocking brings hope to Ngong pastoralists,2025-07-06 15:02:40,https://www.kenyanews.go.ke/goat-restocking-brings-hope-to-ngong-pastoralists/,Positive,0.4404,5,General Farming & Seeds,[],[]
Kenya News Agency,Young farmer turns rice fields into business empire,2025-07-06 12:21:46,https://www.kenyanews.go.ke/young-farmer-turns-rice-fields-into-business-empire/,Neutral,0.0,5,General Farming & Seeds,[],['Rice']
Kenya News Agency,MP warns direct payouts risk crippling farmer cooperatives,2025-07-06 10:43:27,https://www.kenyanews.go.ke/mp-warns-direct-payouts-risk-crippling-farmer-cooperatives/,Negative,-0.3612,5,General Farming & Seeds,[],[]
Kenya News Agency,Embobut-Embolot cereal store enhances agro-logistics,2025-07-05 16:46:28,https://www.kenyanews.go.ke/embobut-embolot-cereal-store-enhances-agro-logistics/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Govt working to revive pyrethrum industry with policy reforms,2025-07-05 14:51:46,https://www.kenyanews.go.ke/govt-working-to-revive-pyrethrum-industry-with-policy-reforms/,Positive,0.34,3,Dairy & Macadamia,[],[]
Kenya News Agency,"Adopt technology, boost yields—CS Kagwe tells farmers",2025-07-05 14:31:06,https://www.kenyanews.go.ke/adopt-technology-boost-yields-cs-kagwe-tells-farmers/,Positive,0.5267,1,Government Programmes,[],[]
Kenya News Agency,Etio dam transforms lives through modern irrigation farming,2025-07-05 14:10:16,https://www.kenyanews.go.ke/etio-dam-transforms-lives-through-modern-irrigation-farming/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Govt equips Ndarugu dairy farmers with dairy equipment,2025-07-05 13:45:05,https://www.kenyanews.go.ke/govt-equips-ndarugu-dairy-farmers-with-dairy-equipment/,Neutral,0.0,3,Dairy & Macadamia,[],[]
Kenya News Agency,Kagwe champions tech adoption to boost farm yields,2025-07-05 10:26:12,https://www.kenyanews.go.ke/kagwe-champions-tech-adoption-to-boost-farm-yields/,Positive,0.7269,4,Soil & Yield Improvement,[],[]
Kenya News Agency,"New KTDA magazine highlights success, reforms in tea",2025-07-04 17:31:31,https://www.kenyanews.go.ke/new-ktda-magazine-highlights-success-reforms-in-tea/,Positive,0.5719,5,General Farming & Seeds,[],['Tea']
Kenya News Agency,AFA Launches Cotton Seed Milling Equipment at Muluanda Cotton Ginnery,2025-07-01 13:51:39,https://www.kenyanews.go.ke/afa-launches-cotton-seed-milling-equipment-at-muluanda-cotton-ginnery/,Neutral,0.0,1,Government Programmes,[],[]
Kenya News Agency,Dorper Sheep rearing gaining traction in Nakuru,2025-06-30 12:13:47,https://www.kenyanews.go.ke/dorper-sheep-rearing-gaining-traction-in-nakuru/,Positive,0.4215,5,General Farming & Seeds,['Nakuru'],[]
Kenya News Agency,Farmers urged to preserve soil health,2025-06-30 10:27:55,https://www.kenyanews.go.ke/farmers-urged-to-preserve-soil-health/,Neutral,0.0,4,Soil & Yield Improvement,[],[]
Kenya News Agency,SODFI champions sustainable Agribusiness in Western Kenya,2025-06-29 15:25:58,https://www.kenyanews.go.ke/sodfi-champions-sustainable-agribusiness-in-western-kenya/,Positive,0.5267,5,General Farming & Seeds,[],[]
Kenya News Agency,Farmers receive tips on poultry keeping,2025-06-28 12:57:05,https://www.kenyanews.go.ke/farmers-receive-tips-on-poultry-keeping/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Farmers challenged to ensure supply of quality tea leaves,2025-06-27 14:35:39,https://www.kenyanews.go.ke/farmers-challenged-to-ensure-supply-of-quality-tea-leaves/,Positive,0.296,5,General Farming & Seeds,[],['Tea']
Kenya News Agency,Youth Embrace horticulture to revive rural economies in Elgeyo Marakwet,2025-06-27 10:33:26,https://www.kenyanews.go.ke/youth-embrace-horticulture-to-revive-rural-economies-in-elgeyo-marakwet/,Positive,0.5719,5,General Farming & Seeds,['Elgeyo Marakwet'],[]
Kenya News Agency,Kwale distributes highbred gala goats to boost livestock production,2025-06-26 14:29:50,https://www.kenyanews.go.ke/kwale-distributes-highbred-gala-goats-to-boost-livestock-production/,Positive,0.4019,0,Livestock & Disease,['Kwale'],[]
Kenya News Agency,Government to accelerate revival of pyrethrum sector,2025-06-26 14:13:04,https://www.kenyanews.go.ke/government-to-accelerate-revival-of-pyrethrum-sector/,Neutral,0.0,2,Cash Crops (Tea/Coffee/Sugar),[],[]
Kenya News Agency,"Symposium towards sustainable, inclusive and resilient agriculture",2025-06-26 11:10:17,https://www.kenyanews.go.ke/symposium-towards-sustainable-inclusive-and-resilient-agriculture/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Kenya eyes lucrative global market with low-carbon tea,2025-06-26 10:26:12,https://www.kenyanews.go.ke/kenya-eyes-lucrative-global-market-with-low-carbon-tea/,Neutral,0.0,5,General Farming & Seeds,[],['Tea']
Kenya News Agency,FFBS empowers community-based facilitators in Vihiga,2025-06-26 10:22:22,https://www.kenyanews.go.ke/ffbs-empowers-community-based-facilitators-in-vihiga/,Neutral,0.0,5,General Farming & Seeds,['Vihiga'],[]
Kenya News Agency,"Needy Turkana families receive 4,400 goats for restocking",2025-06-26 10:17:08,https://www.kenyanews.go.ke/needy-turkana-families-receive-4400-goats-for-restocking/,Negative,-0.34,5,General Farming & Seeds,['Turkana'],[]
Kenya News Agency,Turkana expands livestock vaccination to remote areas,2025-06-25 18:07:57,https://www.kenyanews.go.ke/turkana-expands-livestock-vaccination-to-remote-areas/,Positive,0.1027,0,Livestock & Disease,['Turkana'],[]
Kenya News Agency,Turkana equips artisanal miners with modern tools,2025-06-25 18:01:55,https://www.kenyanews.go.ke/turkana-equips-artisanal-miners-with-modern-tools/,Neutral,0.0,5,General Farming & Seeds,['Turkana'],[]
Kenya News Agency,"Kwale, NIA partner to scale up food security",2025-06-25 17:55:57,https://www.kenyanews.go.ke/kwale-nia-partner-to-scale-up-food-security/,Positive,0.34,5,General Farming & Seeds,['Kwale'],[]
Kenya News Agency,Turkana families receive goats in restocking exercise,2025-06-25 15:39:37,https://www.kenyanews.go.ke/turkana-families-receive-goats-in-restocking-exercise/,Neutral,0.0,5,General Farming & Seeds,['Turkana'],[]
Kenya News Agency,Kenya bags Sh39.9B from coffee exports,2025-06-25 14:53:39,https://www.kenyanews.go.ke/kenya-bags-sh39-9b-from-coffee-exports/,Neutral,0.0,5,General Farming & Seeds,[],['Coffee']
Kenya News Agency,Kwale distributes 13 fibreglass boats to boost blue economy,2025-06-25 11:18:45,https://www.kenyanews.go.ke/kwale-distributes-13-fibreglass-boats-to-boost-blue-economy/,Positive,0.4019,1,Government Programmes,['Kwale'],[]
Kenya News Agency,County seeks to unlock Sh3B potential in poultry sub sector,2025-06-24 15:52:34,https://www.kenyanews.go.ke/county-seeks-to-unlock-sh3b-potential-in-poultry-sub-sector/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Meru dairy farmers upbeat after govt pledges support,2025-06-23 11:12:29,https://www.kenyanews.go.ke/meru-dairy-farmers-upbeat-after-govt-pledges-support/,Positive,0.4019,3,Dairy & Macadamia,['Meru'],[]
Kenya News Agency,President Ruto announces cost reduction for sexed semen,2025-06-22 12:55:33,https://www.kenyanews.go.ke/president-ruto-announces-cost-reduction-for-sexed-semen/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Busia farmers adapt climate smart agriculture to tackle climate change,2025-06-22 12:29:51,https://www.kenyanews.go.ke/busia-farmers-adapt-climate-smart-agriculture-to-tackle-climate-change/,Positive,0.4019,5,General Farming & Seeds,['Busia'],[]
Kenya News Agency,Embu County Ink Deal On Bio-fortified Nyota Beans Farming,2025-06-21 14:21:35,https://www.kenyanews.go.ke/embu-county-ink-deal-on-bio-fortified-nyota-beans-farming/,Neutral,0.0,5,General Farming & Seeds,['Embu'],['Beans']
Kenya News Agency,"Coffee Farmers to Benefit from Regenerative, Climate-Smart Agriculture",2025-06-21 13:14:24,https://www.kenyanews.go.ke/coffee-farmers-to-benefit-from-regenerative-climate-smart-agriculture/,Positive,0.4588,5,General Farming & Seeds,[],['Coffee']
Kenya News Agency,Devolved units to drive modern biotech awareness,2025-06-20 19:12:45,https://www.kenyanews.go.ke/devolved-units-to-drive-modern-biotech-awareness/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Calls for an enabling business environment for organic inputs sector to thrive,2025-06-19 17:53:15,https://www.kenyanews.go.ke/calls-for-an-enabling-business-environment-for-organic-inputs-sector-to-thrive/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Vulnerable households receive livestock boost in West Pokot,2025-06-19 17:46:23,https://www.kenyanews.go.ke/vulnerable-households-receive-livestock-boost-in-west-pokot/,Positive,0.2023,0,Livestock & Disease,['West Pokot'],[]
Kenya News Agency,Kenya sets bold plan to revive coffee industry,2025-06-19 16:02:50,https://www.kenyanews.go.ke/kenya-sets-bold-plan-to-revive-coffee-industry/,Positive,0.6124,5,General Farming & Seeds,[],['Coffee']
Kenya News Agency,Migori bans movement of pigs,2025-06-19 14:42:11,https://www.kenyanews.go.ke/migori-bans-movement-of-pigs/,Neutral,0.0,5,General Farming & Seeds,['Migori'],[]
Kenya News Agency,Officers issued with motorbikes to enhance agricultural extension Services,2025-06-19 12:30:30,https://www.kenyanews.go.ke/officers-issued-with-motorbikes-to-enhance-agricultural-extension-services/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Kenya classified as a low-risk country under EU’s new deforestation regulations,2025-06-18 14:54:35,https://www.kenyanews.go.ke/kenya-classified-as-a-low-risk-country-under-eus-new-deforestation-regulations/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Vihiga leaders call for Government intervention to revive tea sector,2025-06-17 16:37:31,https://www.kenyanews.go.ke/vihiga-leaders-call-for-government-intervention-to-revive-tea-sector/,Positive,0.34,2,Cash Crops (Tea/Coffee/Sugar),['Vihiga'],['Tea']
Kenya News Agency,Pig farming initiative poised to boost agribusiness in Lari,2025-06-17 15:35:12,https://www.kenyanews.go.ke/pig-farming-initiative-poised-to-boost-agribusiness-in-lari/,Positive,0.5719,1,Government Programmes,[],[]
Kenya News Agency,Government injects Sh 3.5 billion to revitalize the tea sector,2025-06-17 15:32:09,https://www.kenyanews.go.ke/government-injects-sh-3-5-billion-to-revitalize-the-tea-sector/,Neutral,0.0,2,Cash Crops (Tea/Coffee/Sugar),[],['Tea']
Kenya News Agency,Preparations are in top gear as ASK show beckons,2025-06-17 12:10:01,https://www.kenyanews.go.ke/preparations-are-in-top-gear-as-ask-show-beckons/,Positive,0.2023,5,General Farming & Seeds,[],[]
Kenya News Agency,Residents welcome the establishment of a research and Farmers’ Training Centre,2025-06-17 11:25:41,https://www.kenyanews.go.ke/residents-welcome-the-establishment-of-a-research-and-farmers-training-centre/,Positive,0.4588,5,General Farming & Seeds,[],[]
Kenya News Agency,Government to distribute 12.5 million bags of planting and top-dressing fertiliser,2025-06-15 15:28:07,https://www.kenyanews.go.ke/government-to-distribute-12-5-million-bags-of-planting-and-top-dressing-fertiliser/,Neutral,0.0,2,Cash Crops (Tea/Coffee/Sugar),[],[]
Kenya News Agency,‘Kahawa na Mama’ programme uplifts Nandi’s Women and revives a lost crop,2025-06-15 15:09:16,https://www.kenyanews.go.ke/kahawa-na-mama-programme-uplifts-nandis-women-and-revives-a-lost-crop/,Positive,0.0772,1,Government Programmes,['Nandi'],[]
Kenya News Agency,Busia Sugarcane farmers agree to revive BOCO,2025-06-14 12:49:24,https://www.kenyanews.go.ke/busia-sugarcane-farmers-agree-to-revive-boco/,Positive,0.5994,5,General Farming & Seeds,['Busia'],['Sugar']
Kenya News Agency,Oparanya rallies counties to triple coffee production,2025-06-13 18:36:28,https://www.kenyanews.go.ke/oparanya-rallies-counties-to-triple-coffee-production/,Neutral,0.0,5,General Farming & Seeds,[],['Coffee']
Kenya News Agency,"CGA, GIZ unveils hubs to empower smallholders farmers",2025-06-13 14:55:28,https://www.kenyanews.go.ke/cga-giz-unveils-hubs-to-empower-smallholders-farmers/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Govt injects Sh6M into Weiwei irrigation to boost production,2025-06-13 14:17:10,https://www.kenyanews.go.ke/govt-injects-sh60m-into-weiwei-irrigation-to-boost-production/,Positive,0.4019,3,Dairy & Macadamia,[],[]
Kenya News Agency,Nyamira launches dairy breed improvement programme,2025-06-12 18:27:01,https://www.kenyanews.go.ke/nyamira-county-launches-dairy-breed-improvement-programme/,Positive,0.4588,1,Government Programmes,['Nyamira'],[]
Kenya News Agency,Farmers in East Ugenya receive kienyeji chicks to boost poultry production,2025-06-12 14:21:03,https://www.kenyanews.go.ke/farmers-in-east-ugenya-receive-kienyeji-chicks-to-boost-poultry-production/,Positive,0.4019,1,Government Programmes,[],[]
Kenya News Agency,Farmers urged to address soil health for better yields,2025-06-12 14:05:08,https://www.kenyanews.go.ke/farmers-urged-to-address-soil-health-for-better-yields/,Positive,0.4404,4,Soil & Yield Improvement,[],[]
Kenya News Agency,Biotechnology Expert reassure consumers of safety of produce,2025-06-11 21:15:52,https://www.kenyanews.go.ke/biotechnology-expert-reassure-consumers-of-safety-of-produce/,Positive,0.6369,5,General Farming & Seeds,[],[]
Kenya News Agency,CS Kagwe raises alarm on banned pesticide cartels,2025-06-11 18:53:19,https://www.kenyanews.go.ke/cs-kagwe-raises-alarm-on-banned-pesticide-cartels/,Negative,-0.6597,5,General Farming & Seeds,[],[]
Kenya News Agency,Government assures safety of GMOs,2025-06-11 15:08:09,https://www.kenyanews.go.ke/government-assures-safety-of-gmos/,Positive,0.6249,2,Cash Crops (Tea/Coffee/Sugar),[],[]
Kenya News Agency,Farmers urged to embrace production and use of biochar to restore soils,2025-06-11 13:49:38,https://www.kenyanews.go.ke/farmers-urged-to-embrace-production-and-use-of-biochar-to-restore-soils/,Positive,0.5423,4,Soil & Yield Improvement,[],[]
Kenya News Agency,KALRO hosts conference to strengthen agricultural research impact,2025-06-10 12:04:33,https://www.kenyanews.go.ke/kalro-hosts-conference-to-strengthen-agricultural-research-impact/,Positive,0.3182,5,General Farming & Seeds,[],[]
Kenya News Agency,Govt banks on reforms to triple coffee production,2025-06-09 17:44:29,https://www.kenyanews.go.ke/govt-banks-on-reforms-to-triple-coffee-production/,Neutral,0.0,3,Dairy & Macadamia,[],['Coffee']
Kenya News Agency,Nakuru unveils AI tool to enhance agriculture,2025-06-09 16:00:15,https://www.kenyanews.go.ke/nakuru-unveils-ai-tool-to-enhance-agriculture/,Neutral,0.0,5,General Farming & Seeds,['Nakuru'],[]
Kenya News Agency,Regenerative agriculture builds farmer resilience to Climate Change,2025-06-09 15:42:06,https://www.kenyanews.go.ke/regenerative-agriculture-builds-farmer-resilience-to-climate-change/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,Uasin Gishu distributes high-quality livestock seeds,2025-06-09 13:39:42,https://www.kenyanews.go.ke/uasin-gishu-distributes-high-quality-livestock-seeds/,Neutral,0.0,0,Livestock & Disease,['Uasin Gishu'],[]
Kenya News Agency,Women turn to vegetable farming for steady income,2025-06-09 13:25:55,https://www.kenyanews.go.ke/women-turn-to-vegetable-farming-for-steady-income/,Neutral,0.0,5,General Farming & Seeds,[],['Tea']
Kenya News Agency,Migori county partners with KENAF to boost agricultural production,2025-06-07 15:15:49,https://www.kenyanews.go.ke/migori-county-partners-with-kenaf-to-boost-agricultural-production/,Positive,0.4019,1,Government Programmes,['Migori'],[]
Kenya News Agency,Farmers empowered to preserve indigenous seed varieties,2025-06-06 17:56:50,https://www.kenyanews.go.ke/farmers-empowered-to-preserve-indigenous-seed-varieties/,Neutral,0.0,5,General Farming & Seeds,[],[]
Kenya News Agency,"Women adopt vertical gardens to boost food, income",2025-06-06 11:09:42,https://www.kenyanews.go.ke/women-adopt-vertical-gardens-to-boost-food-income/,Positive,0.5267,1,Government Programmes,[],[]
Kenya News Agency,Govt reaffirms ban on raw Macadamia exports,2025-06-05 09:20:20,https://www.kenyanews.go.ke/govt-reaffirms-ban-on-raw-macadamia-exports/,Negative,-0.5574,3,Dairy & Macadamia,[],[]
Kenya News Agency,Govt upgrades agri-curricula with tech to attract youth,2025-06-04 16:38:33,https://www.kenyanews.go.ke/govt-upgrades-agri-curricula-with-tech-to-attract-youth/,Positive,0.3612,3,Dairy & Macadamia,[],[]
Kenya News Agency,Govt streamlines horticulture sector for economic gains,2025-06-04 14:12:33,https://www.kenyanews.go.ke/govt-streamlines-horticulture-sector-for-economic-gains/,Positive,0.34,3,Dairy & Macadamia,[],[]
Kenya News Agency,Farmers set to benefit from digital agricultural trading in Makueni,2025-06-04 13:28:31,https://www.kenyanews.go.ke/farmers-set-to-benefit-from-digital-agricultural-trading-in-makueni/,Positive,0.4588,5,General Farming & Seeds,['Makueni'],[]
